,CPU cores,CPU freq,CPU model,RAM,ROM,SIM cards,battery,brand,charging port,comments,front camera,model,month,price,rear camera,rear camera specs,resolution,screen material,screen size,weight,year
100000177762,其他,其他,其他,其他,256GB,1个,以官网信息为准,Apple,Lightning（iPhone）,21万+,700万像素,iPhone XS,9月,8699.00,2个,双1200万像素,2436×1125,OLED,5.8英寸,177,2018年
100000400130,八核,-,710,6GB,64GB,2个,3100（典型值）,魅族（MEIZU）,其他,6.2万+,2000万像素,魅族 16X,9月,1598.00,2个,2000+1200万像素,2160*1080,其他,6.0英寸,154,2018年
8058010,八核 + 微智核i7,4×Cortex A73 2.36GHz + 4×Cortex A53 1.8GHz,麒麟970,6GB,64GB,2个,5000mAh（典型值） 4900mAh（额定值）,华为（HUAWEI）,Type-C,18万+,1300万像素,荣耀Note10,8月,1899.00,2个,2400万+1600万像素,其他,AMOLED,6.95英寸,约230克（含电池） 备注：实际重量依配置、制造工艺、测量方法的不同可能有所差异。,2018年
6735798,八核,以官网信息为准,骁龙845,8GB,256GB,2个,3400mAh （typ）/   3300mAh  (min),小米（MI）,Type-C,23万+,500万像素,小米MIX 2S,3月,2299.00,2个,双1200万像素,2160*1080,其他,5.99英寸,189g,2018年
100001364184,八核,2 × Cortex-A76 Based 2.6GHz + 2 × Cortex-A76 Based 1.92GHz + 4 × Cortex-A55 1.8GHz,麒麟980,6GB,128GB,2个,3500mAh（典型值）,华为（HUAWEI）,Type-C,12万+,1600万+ 200万+ 200万像素,荣耀Magic2,10月,2499.00,3个,2400万+1600万+1600万像素,2340*1080,AMOLED,6.39 英寸,约206克（含电池） 备注：实际重量依配置、制造工艺、测量方法的不同可能有所差异。,2018年
100003582587,八核,以官网信息为准,骁龙730,6GB,128GB,2个,4000mAh（typ）/3900mAh（min）,小米（MI）,Type-C,3.3万+,2000万像素,Redmi K20,5月,2099.00,3个,4800万+1300万+800万像素,2340×1080,其他,6.39英寸,191,2019年
100005228560,八核,以官网信息为准,其他,4GB,64GB,2个,3260,vivo,Micro USB,9.7万+,1600万像素,Z3x,4月,998.00,2个,1300万+200万像素,2280x1080,其他,6.26英寸,150,2019年
100004363706,八核,2.1GHz,MT6771T（P70）,6GB,128GB,2个,3940,vivo,Micro USB,2.7万+,其他,S1,3月,1998.00,3个,1200万+800万+500万像素,2340*1080,其他,6.53英寸,189.5,2019年
100005981302,八核,以官网信息为准,骁龙712,8GB,128GB,2个,3070mAh（typ）/2970mAh  (min),,Type-C,10万+,2000万像素,小米9SE,2月,2199.00,3个,4800万+1300万+800万像素,2340*1080,AMOLED,5.97英寸,约155,2019年
1861101,其他,以官网信息为准,其他,其他,128GB,1个,以官网信息为准,Apple,Lightning（iPhone）,93万+,500万像素,iPhone 6S Plus,9月,2899.00,1个,1200万像素,其他,其他,5.5英寸,192,2015年
100005093770,八核,"2GHz,1.7GHz",骁龙675,6GB,64GB,2个,3500,三星（SAMSUNG）,Type-C,3.3万+,1600万像素,SM-A6060,5月,1499.00,3个,3200万+800万+500万像素,2340*1080,TFT,6.3英寸,168,2019年
8457421,八核,以官网信息为准,骁龙636,6GB,128GB,2个,5500mAh（typ）/ 5400mAh (min),小米（MI）,Type-C,13万+,800万像素,小米Max3,7月,1599.00,2个,1200+500万像素,2160*1080,其他,6.9,221,2018年
100003599639,八核,4×Cortex A73 2.2GHz +4*Cortex A53 1.7GHz,Hisilicon Kirin 710*（*因使用多种封装工艺，Hisilicon Kirin 710处理器系列包含Kirin 710和Kirin 710F，功能参数一致),6GB,128GB,2个,3400（典型值）,华为（HUAWEI）,Micro USB,1万+,800万像素,麦芒 8,6月,1899.00,3个,2400万+1600万+200万像素,2340*1080,TFT LCD（IPS）,6.21英寸,约160g；备注：实际重量依配置、制造工艺、测量方法的不同可能有所差异。,2019年
100004544986,,,骁龙710,,,2个,3680mAh （额定值），3765mAh（典型值）,OPPO,Type-C,4.1万+,,Reno,4月,2599.00,后置双摄,,2340*1080,AMOLED,6.4英寸,约185,2019年
100000982034,八核,2×Cortex A76 2.6GHz + 2×Cortex A76 1.92GHz + 4×Cortex A55 1.8GHz,麒麟980,6GB,128GB,2个,5000mAh（典型值）,华为（HUAWEI）,Type-C,9万+,2400万像素,Mate 20 X,10月,4099.00,3个,4000万+2000万+800万像素,2244*1080,OLED,7.2英寸,约232克（含电池）,2018年
44076405947,,,麒麟980,8GB,128GB,2个,4200mAh（典型值）,华为（HUAWEI）,Type-C,1万+,,HUAWEI P30 Pro,4月,5488.00,,,697416,OLED,6.47英寸,192,2019年
43758662403,,,麒麟980,,,2个,3650mAh（典型值）额定容量为 3550mAh,华为（HUAWEI）,Type-C,1万+,,HUAWEI P30,4月,4288.00,后置三摄,,754689,OLED,6.1英寸,165,2019年
28331229416,四核,--,--,2GB,16GB,2个,3020,华为（HUAWEI）,Micro USB,4.5万+,500万像素,荣耀畅玩7,5月,495.00,1个,1300万像素,1440*720,其他,5.45英寸,约142(含电池),2018年
100000745034,八核,4×Kryo Gold 1.95GHz +4×Kryo Silver 1.8GHz,骁龙660（MSM8976Plus）,4GB,64GB,2个,5000mAh（典型值）,华为（HUAWEI）,Micro USB,6.7万+,800万像素,畅享 MAX,10月,1399.00,2个,1600万+200万像素,2244*1080,TFT,7.12英寸,约210克（含电池）,2018年
100003475378,八核,"2.8GHz,2.4GHz,1.7GHz",骁龙855,8GB,128GB,2个,3400mAh（典型值）,三星（SAMSUNG）,Type-C,4.4万+,1000万像素,SM-G9730,3月,5999.00,3个,1600万+1200万+1200万像素,3040*1440,Dynamic AMOLED,6.1英寸,157,2019年
28314929287,,,其他,,,其他,3020mAh（典型容量）,华为（HUAWEI）,Micro USB,3.3万+,,畅玩7,5月,458.00,后置单摄,,以官网信息为准,IPS,5.45英寸,约142g（含电池）,2018年
100003525722,,,骁龙855,,,2个,4100mAh（典型值）,三星（SAMSUNG）,Type-C,3.7万+,,SM-G9750,3月,6999.00,后置三摄,,3040*1440,Dynamic AMOLED,6.4英寸,175,2019年
100003258297,八核,以官网信息为准,骁龙675,,,2个,3700,vivo,Micro USB,7100+,3200万像素,S1Pro,5月,2398.00,3个,4800万+800万+500万像素,2340*1080,Super AMOLED,6.39 英寸,185,2019年
28245104630,,,其他,,,2个,3000mAh（典型值）,华为（HUAWEI）,Micro USB,5.2万+,,荣耀9i,6月,1078.80,后置双摄,,683880,其他,5.84英寸,152,2018年
100000015158,八核,4×Cortex-A73 2.2GHz+4×Cortex-A53 1.7GHz,麒麟710,6GB,64GB,2个,3750mAh,华为（HUAWEI）,Type-C,4.6万+,2400万+200万像素,麦芒7,9月,1599.00,2个,2000万像素,2340*1080,TFT,6.3英寸,约172克（含电池）,2018年
6577495,八核,"2.8GHz,1.7GHz",SDM845,6GB,128GB,2个,3500,三星（SAMSUNG）,Type-C,6.3万+,800万像素,SM-G9650/DS,3月,4099.00,2个,双1200万像素,2960 x 1440,Super AMOLED,6.2“（6.1”圆角）,189,2018年
29044581674,,,其他,,,2个,3020以官网信息为准,华为（HUAWEI）,Micro USB,1.8万+,,荣耀畅玩7,5月,458.00,后置单摄,,655599,其他,5.45英寸,142以官网信息为准,2018年
31868566477,,,麒麟710,6GB,128GB,2个,3750mAh（典型值）,华为（HUAWEI）,Micro USB,1.6万+,,荣耀8x,9月,1529.00,,,697416,IPS,6.5英寸,约175g,2018年
100000993102,八核,-,骁龙632,4GB,64GB,2个,3600,魅族（MEIZU）,Micro USB,11万+,800万像素,魅族 Note8,10月,849.00,2个,1200+500万像素,2160*1080,其他,6.0英寸,168,2018年
36826348085,八核,以官方发布信息为准,麒麟710,6GB,128GB,2个,3400,华为（HUAWEI）,Micro USB,1.2万+,2400万像素,荣耀10青春,11月,1549.00,2个,1300+200万像素,2340*1080,IPS,6.21英寸,约162克,2018年
28751842981,,,其他,,,2个,3750mAh（典型值）,华为（HUAWEI）,Type-C,3万+,,荣耀play,6月,1599.00,后置双摄,,697416,其他,6.3英寸, 约176克（含电池）,2018年
38362823513,,,麒麟710,6GB,128GB,2个,3750mAh（典型值） 3650mAh（额定值）,华为（HUAWEI）,Micro USB,1.6万+,,荣耀8x,9月,1699.00,,,697416,IPS,6.5英寸,约175克（含电池）（备注：以实际为准）,2018年
31984967247,,,麒麟710,,,2个,3750mAh（典型值） 3650mAh（额定值）,华为（HUAWEI）,Micro USB,9200+,,荣耀8X,9月,1559.00,后置双摄,,2340*1080,IPS,6.5英寸,约175克,2018年
8535863,八核,-,骁龙845（SDM845）,6GB,64GB,2个,3010（典型值）,魅族（MEIZU）,Type-C,17万+,2000万像素,魅族 16th,8月,2098.00,2个,2000+1200万像素,2160*1080,其他,6.0英寸,152,2018年
33234995608,八核,1.7GHz,麒麟710,6GB,128GB,2个,3340mAh,,Micro USB,1.2万+,2400万+200万像素,INE-AL00,8月,1538.00,2个,1600+200万像素,2340*1080,TFT,6.3英寸,约169克（含电池）,2018年
28285476064,其他,以官网信息为准,--,6GB,64GB,2个,3400,华为（HUAWEI）,Type-C,9200+,2400万像素,EML-AL00,4月,2749.00,2个,1200万像素,其他,TFT,5.8英寸,约165（含电池）,2018年
32500882687,,,麒麟710,,,2个,3750mAh（典型值）,华为（HUAWEI）,Micro USB,1.1万+,,荣耀8X,9月,1099.00,后置双摄,,2340*1080,其他,6.5英寸,约175克（含电池）（备注：以实物为准）,2018年
34656638511,,,麒麟980,,,2个,0,,Type-C,9900+,,0,10月,3199.00,后置三摄,,728961,TFT,6.53英寸,0,2018年
33743197985,,,麒麟980,,,2个,4200Amh,华为（HUAWEI）,Type-C,1.4万+,,华为mate20 Pro,10月,5099.00,后置三摄,,729589,OLED,6.39 英寸,约189克（含电池）,2018年
8348845,双核,1.1GHz,高通205移动平台,512MB,4GB,2个,1500,诺基亚（NOKIA）,Micro USB,6.4万+,无,8110 4G,7月,449.00,1个,200万像素,其他,其他,2.4英寸,117,2018年
28330474679,,,其他,,,2个,3400mAh(典型值）,,Type-C,1.1万+,,0,4月,3158.00,后置双摄,,596120,TFT,5.8英寸,0,2018年
29199143054,,,Helio A22,,,2个,3000（typ）/2900（min）,小米（MI）,Micro USB,6.8万+,,6A,6月,515.00,后置单摄,,655599,其他,5.45英寸,约145,2018年
100006154988,,,骁龙675,,,2个,4000,vivo,Type-C,5.6万+,,X27,3月,2998.00,后置三摄,,2340*1080,AMOLED,6.39 英寸,188.3,2019年
100003242107,八核,2.1GHz,P70,4GB,128GB,2个,4020mAh（TYP） 3910mAh（MIN）,,Micro USB,2.3万+,1600万像素,A9,4月,1399.00,2个,1600+200万像素,其他,TFT,6.53英寸,190g,2019年
44125313215,,,麒麟980,,,2个,3650mAh,,,7700+,,HUAWEI P30,4月,4288.00,,,697416,其他,6.1英寸,165,2019年
39215375202,八核,以官网信息为准,--,6GB,128GB,2个,4000mAh,,Micro USB,8400+,1600万+200万像素,畅享9 Plus,10月,1799.00,2个,1300万+200万像素,2340*1080,TFT,6.5英寸,约173g(含电池),2018年
100000992900,八核,-,710,6GB,128GB,2个,3210,魅族（MEIZU）,Type-C,6.7万+,2000万像素,魅族X8,9月,1398.00,2个,1200+500万像素,2220 x 1080,LCD,6.2英寸,160,2018年
34600955827,八核,-,--,4GB,32GB,2个,4000,华为（HUAWEI）,Micro USB,8100+,800万像素,荣耀畅玩8C,10月,838.00,2个,1300万+200万像素,1520x720,IPS,6.26英寸,167.2g,2018年
44019324194,,,麒麟980,,,其他,4200mAh（典型值）,华为（HUAWEI）,Type-C,6700+,,VOG-AL00,3月,5488.00,后置四摄,,754689,OLED,6.47英寸,约192克,2019年
39167157921,,,麒麟980,,,2个,4000mAh（典型值） 3900mAh（最小值）,华为（HUAWEI）,Type-C,7600+,,荣耀V20,12月,2909.80,后置双摄,,737156,IPS,6.4英寸,约180g,2018年
41563312675,,,骁龙855,,,2个,3300(typ) / 3200 (min),小米（MI）,Type-C,1.1万+,,小米9,2月,2888.00,后置三摄,,697416,其他,6.39英寸,以官网信息为准,2019年
100005819880,八核,--,骁龙675,6GB,64GB,2个,4000mAh,魅族（MEIZU）,Type-C,9200+,1600万像素,16Xs,6月,1499.00,3个,4800万+800万+500万像素,2232*1080,OLED,6.2英寸,165,2019年
28640992709,,,,2GB,32GB,2个,3020mAh(典型值）,华为（HUAWEI）,Micro USB,7500+,,华为畅享 8e 青春版,以官网信息为准,549.00,,,655599,其他,,约142g(含电池),2018年
100000408612,八核,-,MT6762,4GB,64GB,2个,3100（典型值）,魅族（MEIZU）,其他,6.3万+,500万像素,魅族 V8,9月,749.00,2个,1200+500万像素,1440*720,其他,5.7英寸,159,2018年
100003575875,,,Helio P90,,,2个,3950mAh （额定值）4035mAh（典型值）,OPPO,Type-C,8300+,,Reno Z,6月,2299.00,后置双摄,,2340*1080,AMOLED,6.4英寸,约186g,2019年
100005162048,单核,-,MT6260A,其他,其他,2个,1020mAh,诺基亚（NOKIA）,Micro USB,12万+,无,Nokia 210,2月,299.00,1个,30万像素,240*320,TFT,2.4英寸,85,2019年
100003982218,八核,--,高通骁龙 675 ,6GB,64GB,2个,4000,魅族（MEIZU）,Type-C,2.8万+,2000万像素,Note9,3月,1299.00,2个,4800万+500万像素,2244*1080,LCD,6.2英寸,169.7,2019年
28502299809,,,其他,2GB,16GB,2个,3020（典型值）,,Micro USB,2.2万+,,荣耀畅玩7,5月,466.00,,,655599,其他,5.45英寸,约142(含电池),2018年
27395321138,,,,6GB,128GB,2个,3400,华为（HUAWEI）,Type-C,1.6万+,,荣耀10,4月,1868.88,,,683880,IPS,5.84英寸,153,2018年
47847154002,,,骁龙710,,,2个,5000,vivo,Micro USB,1.4万+,,Z5x,5月,1498.00,后置三摄,,754689,LCD,6.53英寸,204.1,2019年
29196113704,,,其他,,,2个,3000mAh（typ）/2900mAh（min）,小米（MI）,Micro USB,4.1万+,,6A,6月,515.00,后置单摄,,655599,其他,5.45英寸,约145,2018年
46161523013,,,骁龙660（AIE）,,,2个,3260,vivo,Micro USB,1.2万+,,Z3x,4月,998.00,后置双摄,,683880,其他,6.26英寸,150,2019年
100003536770,,,骁龙855,,,2个,3100mAh（典型值）,三星（SAMSUNG）,Type-C,6800+,,SM-G9700,3月,4999.00,后置双摄,,2280x1080,Dynamic AMOLED,5.8英寸,150,2019年
31545088844,其他,以官网信息为准,其他,其他,128GB,其他,以官网信息为准,Apple,Lightning（iPhone）,3万+,700万像素,iPhone XR,以官网信息为准,5268.00,1个,1200万像素,1792*828,LCD,6.1英寸,194,2018年
43769837880,,,其他,,,2个,3650mAh（典型值） ,华为（HUAWEI）,Type-C,5300+,,HUAWEI P30,4月,4288.00,后置三摄,,754689,其他,6.1英寸,约165克,2019年
45399428385,,,麒麟980,6GB,128GB,2个,4000mAh（典型值）,华为（HUAWEI）,Type-C,7100+,,Mate 20,10月,3999.00,,,2240*1080,其他,6.53英寸,188,2018年
40435356558,,,麒麟980,8GB,128GB,2个,4000mAh（典型值）,华为（HUAWEI）,Type-C,5800+,,荣耀v20,12月,2899.00,,,737156,IPS,6.4英寸,约180克,2018年
32242288360,,,其他,,,2个,以官网信息为准,,Lightning（iPhone）,1.2万+,,iPhone XR,10月,4988.00,后置单摄,,1792*828,LCD,6.1英寸,194,2018年
50691966951,,,麒麟980,,,2个,3500mAh(典型值),华为（HUAWEI）,Type-C,400+,,nova 5 Pro,6月,2999.00,后置四摄,,以官网信息为准,OLED,6.39英寸,约171克(含电池),2019年
41765980721,,,骁龙855,,,2个,4000,vivo,Type-C,3万+,,iQOO,3月,2998.00,后置三摄,,697416,AMOLED,6.41英寸,196,2019年
43216397036,,,麒麟710,6GB,128GB,2个,3340mAh（典型值）,华为（HUAWEI）,Type-C,5500+,,华为nova4,3月,1999.00,,,737156,LTPS,6.15英寸,约159克（含电池）,2019年
34250730123,,,其他,,,2个,3315,vivo,Micro USB,6.4万+,,Z3,10月,1248.00,后置双摄,,683880,其他,6.3英寸,163.7,2018年
11794447957,其他,以官网信息为准,其他,其他,其他,1个,以官网信息为准,苹果（Apple）,其他,5万+,其他,iPhone X,11月,6128.00,2个,1200万像素,2436×1125,其他,5.8英寸,174,2017年
27594357059,,,其他,,,2个,3010mAhtyp/2910mAh (min),小米（MI）,Type-C,2万+,,小米6x,4月,939.00,后置双摄,,659074,其他,5.99英寸,168,2018年
42663945062,,,麒麟710,6GB,128GB,2个,3340mAh,,Type-C,5600+,,nova 4e,3月,1999.00,,,2312*1080,LTPS,6.15英寸,约159克,2019年
44125207975,,,麒麟980,,,2个,3650mAh（典型值）,华为（HUAWEI）,Type-C,4800+,,ELE-AL00,4月,4298.10,后置三摄,,754689,OLED,6.1英寸,约165克（含电池）,2019年
43297794769,,,麒麟710,,,2个,3340mAh（典型值）,,Type-C,5300+,,nova 4e,3月,2009.10,后置三摄,,746545,LTPS,6.15英寸,约159克（含电池）,2019年
16580586466,其他,其他,其他,其他,其他,1个,以官网信息为准,,其他,4万+,其他,iPhone 8 Plus,9月,4498.00,2个,1200万像素,其他,其他,5.5英寸,202,2017年
44048919349,,,其他,其他,128GB,2个,以官网信息为准,Apple,Lightning（iPhone）,3万+,,iPhone XR,10月,5355.00,,,726002,LCD,6.1英寸,194以官网信息为准,2018年
50643666816,,,麒麟710,,,2个,4000mAh（典型值）,,Type-C,300+,,GLK-AL00,6月,2199.00,后置四摄,,737156,其他,6.4英寸,178,2019年
41034170385,,,骁龙660（AIE）,,,2个, 4000mAh（typ）,小米（MI）,Type-C,1.6万+,,红米Redmi note7,1月,1158.00,后置双摄,,697416,其他,6.3英寸,186,2019年
100003242371,八核,2.2,骁龙710,8GB,128GB,2个,3765,realme,Type-C,12万+,1600万像素,realme X,5月,1699.00,2个,4800万+500万像素,2340*1080,AMOLED,6.53英寸,191,2019年
34562559899,,,麒麟980,,,2个,4000mAh（典型值）,华为（HUAWEI）,Type-C,5100+,,Mate 20,10月,3699.00,后置三摄,,728961,TFT,6.53英寸,约188克（含电池）,2018年
39890462631,,,其他,,,2个,3750mAh（典型值）,华为（HUAWEI）,Type-C,5200+,,华为nova4,12月,2799.00,后置三摄,,737156,TFT,6.4英寸,172,2018年
34803424701,其他,其他,其他,其他,其他,2个,其他,Apple,Lightning（iPhone）,1.3万+,700万像素,XR,以官网信息为准,5328.00,1个,1200万像素,1792*828,LCD,6.1英寸,约194,2018年
44123850696,,,麒麟980,,,2个,4200mAh,,Type-C,4900+,,HUAWEI P30 Pro,4月,5488.00,后置四摄,,697416,其他,6.47英寸,192,2019年
39286052442,,,骁龙450,4GB,64GB,2个,4000mAh（典型值）,华为（HUAWEI）,Micro USB,7200+,,华为畅享9,12月,1028.00,,,699383,TFT,6.26英寸,约168克（含电池）,2018年
27424489997,其他,以官网信息为准,其他,其他,256GB,2个,以官网信息为准,苹果（Apple）,Lightning（iPhone）,1.5万+,700万像素,苹果Xs Max,9月,8728.00,2个,1200万像素,2688*1242,其他,6.5英寸,208 ,2018年
41633722698,,,其他,,,2个,4030,vivo,Micro USB,2.1万+,,U1,2月,749.00,后置双摄,,699383,LCD,6.2英寸,163.5g,2019年
42417909730,八核,8xA53 1.8GHz,骁龙450,4GB,64GB,2个,4000mAh（典型值）,华为（HUAWEI）,Micro USB,4700+,800万像素,华为畅享9,12月,958.00,2个,1300+200万像素,1520x720,TFT,6.26英寸,约168克（含电池）,2018年
100000234079,八核,1.8GHz,SDM450B,3GB,64GB,2个,4230mAh（典型值）,OPPO,Micro USB,16万+,800万像素,A5,9月,899.00,2个,1300万+200万像素,其他,TFT,6.2英寸,168g,2018年
4577217,其他,其他,其他,其他,其他,2个,1600,,Micro USB,13万+,无,E316,12月,238.00,1个,30万像素,240*320,其他,2.8英寸,109,2016年
44946742970,,,麒麟710,,,2个,以官方实际参数为准,华为（HUAWEI）,Micro USB,4500+,,荣耀20i,4月,1399.80,后置三摄,,697416,IPS,6.21英寸,约164克,2019年
39877034722,,,其他,,,2个,3750mAh,,Type-C,4800+,,VCE-AL00,12月,2799.00,后置三摄,,737156,LCD,6.4英寸,172,2018年
43139484141,,,骁龙675,,,2个,4000（typ）/ 3900（min）,小米（MI）,Type-C,6000+,,红米note7pro,3月,1388.00,后置双摄,,697416,其他,6.3英寸,186,2019年
38005515972,,,麒麟710,,,2个,4000mAh(典型值）,华为（HUAWEI）,Micro USB,5100+,,华为畅享9 Plus,10月,1799.00,后置双摄,,697416,TFT LCD（IPS）,6.5英寸,约173g(含电池),2018年
100002964733,八核,2.2GHz,骁龙710,8GB,256GB,2个,4000,vivo,Type-C,8500+,3200万像素,X27Pro,4月,3998.00,3个,4800万+1300万+200万像素,2460*1080,Super AMOLED,6.7英寸,208,2019年
40784838666,八核,--,Helio P35,3GB,32GB,2个,3020,华为（HUAWEI）,Micro USB,4500+,800万像素,荣耀畅玩8A,1月,699.00,1个,1300万像素,其他,IPS,其他,约150克（含电池）,2019年
3889169,其他,其他,其他,其他,其他,2个,1050,,Micro USB,47万+,无,E106,1月,99.00,无,无,240*320以下,其他,其他,74.2,2017年
44127885268,,,麒麟980,,,2个,4200mAh（典型值）,华为（HUAWEI）,Type-C,4600+,,HUAWEI P30 Pro,4月,5488.00,后置四摄,,2340×1080,OLED,6.47英寸,192,2019年
43294662407,,,麒麟710,,,2个,3340mAh（典型值）,华为（HUAWEI）,Type-C,3700+,,nova 4e,3月,1999.00,后置三摄,,746545,其他,6.15英寸,约159克（含电池）,2019年
44483835785,,,骁龙626,,,2个,3260,vivo,Micro USB,7900+,,Z1,11月,1049.00,后置双摄,,683880,LCD,6.26英寸,149.3,2018年
32943442168,,,其他,,,2个,以官网信息为准,,Lightning（iPhone）,8500+,,iPhone XR,10月,4959.00,后置单摄,,726002,LCD,6.1英寸,194,2018年
42702130095,,,麒麟710,6GB,128GB,2个,3340mAh（典型值）,华为（HUAWEI）,Type-C,4300+,,nova4e,3月,1999.00,,,746545,TFT LCD（IPS）,6.15英寸,约159克（含电池）,2019年
42847090060,,,其他,,,2个,4000,vivo,Type-C,8000+,,X27,3月,2998.00,后置三摄,,697416,AMOLED,6.39 英寸,188.3,2019年
10889873343,其他,以官网信息为准,其他,其他,其他,1个,2750,Apple,其他,3.7万+,500万像素,6sPlus,以官网信息为准,2848.00,1个,1200万像素,其他,其他,5.5英寸,192,2015年
34657895162,,,麒麟980,,,2个,4200mAh（典型值）,,Type-C,4300+,,Mate 20 Pro （UD）,10月,5099.00,后置三摄,,729589,OLED,6.39 英寸,约189克（含电池）,2018年
16580070299,其他,其他,其他,其他,其他,1个,其他,苹果（Apple）,Lightning（iPhone）,2.9万+,其他,iphone8,9月,3618.00,1个,1200万像素,其他,其他,4.7英寸,148 ,2017年
6577477,八核,"2.8GHz,1.7GHz",SDM845,4GB,128GB,2个,3000,三星（SAMSUNG）,Type-C,4.5万+,800万像素,SM-G9600/DS,3月,3399.00,1个,1200万像素,2960 x 1440,Super AMOLED,5.8”（5.6“圆角）,163,2018年
42291088114,,,骁龙450,,,2个,4000,华为（HUAWEI）,Micro USB,3900+,,畅享9,12月,928.00,后置双摄,,699383,TFT,6.26英寸,168,2018年
27136250757,,,,6GB,128GB,2个,3400,华为（HUAWEI）,Type-C,5400+,,P20,4月,3039.00,,,596120,TFT,5.8英寸,约165（含电池）,2018年
31544565956,其他,以官网信息为准,--,其他,64GB,其他,以官网信息为准,Apple,Lightning（iPhone）,1.3万+,700万像素,苹果Xs,9月,6898.00,2个,双1200万像素,2436×1125,OLED,5.8英寸,177,2018年
27891896612,其他,以官网信息为准,其他,6GB,128GB,2个,4000mAh(典型值）,华为（HUAWEI）,Type-C,5700+,2400万像素,华为P20 Pro,3月,3499.00,3个,4000万+2000万+800万像素,其他,OLED,6.1英寸,约180g(含电池),2018年
44125750190,,,麒麟980,,,2个,4200mAh（典型值）,华为（HUAWEI）,Type-C,3300+,,华为p30pro,4月,5488.00,后置四摄,,754689,OLED,6.47英寸,192,2019年
13617860517,,,其他,,,1个,以官网信息为准,苹果（Apple）,Lightning（iPhone）,2.5万+,,iPhone 8,9月,3758.00,后置单摄,,1334*750,其他,4.7英寸,148,2017年
41568793680,,,骁龙855,8GB,128GB,2个,3300mAh(典型值),小米（MI）,Type-C,4900+,,小米9,2月,2908.00,,,2340*1080,AMOLED曲面屏,6.39英寸,173g,2019年
41576189219,,,骁龙712,,,2个,3070mAh（typ）/2970mAh (min,小米（MI）,Type-C,4800+,,小米9se,3月,1748.00,后置三摄,,2340*1080,AMOLED,5.97英寸,约155,2019年
44118986341,,,麒麟980,,,2个,4200mAh（典型值）,,Type-C,3700+,,0,4月,5488.00,后置四摄,,697416,OLED,6.47英寸,192,2019年
100000988391,八核,1.95GHz,骁龙660（AIE）,6GB,128GB,2个,3600mAh（典型值）,OPPO,Micro USB,4.6万+,2500万像素,R15x,10月,1699.00,2个,1600+200万像素,2340*1080,OLED,6.4英寸,182,2018年
45469231905,,,麒麟710F,6GB,64GB,其他,3400mAh（典型值） 3320mAh（最小值）,,Micro USB,3400+,,以官网信息为准,4月,1389.00,,,596120,其他,6.21英寸,约164克（含电池,2019年
28315625180,,,其他,2GB,16GB,2个,其他,华为（HUAWEI）,,1.6万+,,畅玩7,5月,458.00,,,596120,其他,,142,2018年
47590236210,,,其他,8GB,128GB,2个,3750mAh（典型值）,华为（HUAWEI）,Type-C,3000+,,荣耀20,以官网信息为准,2699.50,,,697416,其他,6.26英寸,其他,2019年
8636674,八核,"2.8GHz,1.7GHz",骁龙845（SDM845）,6GB,128GB,2个,4000,三星（SAMSUNG）,Type-C,2.5万+,800万像素,SM-N9600,9月,4499.00,2个,双1200万像素,2960 x 1440,Super AMOLED,6.4英寸（直角）6.3英寸（圆角）,201,2018年
34192083845,,,其他,4GB,64GB,2个,3100（典型值）,,,8800+,,魅族V8,9月,679.00,,,655599,其他,5.7英寸,145,2018年
4120319,八核,2.35GHz，1.9GHz,骁龙835,4GB,64GB,2个,3000,三星（SAMSUNG）,Type-C,12万+,800万像素,SM-G9500 ,5月,2499.00,1个,1200万像素,2960 x 1440,Super AMOLED,5.6英寸,155,2017年
43296986212,八核,4×Cortex-A73 2.2GHz+4×Cor,麒麟710,其他,其他,2个,3340mAh（典型值）,华为（HUAWEI）,Type-C,3600+,3200万像素,nova 4e,3月,1799.00,3个,2400万+800万+200万像素,2312*1080,LTPS,6.15英寸,约159克（含电池）,2019年
47716923931,,,骁龙710,,,2个,3765mAh（典型值）,OPPO,Type-C,1.5万+,,K3,5月,1899.00,后置双摄,,754689,AMOLED,6.5英寸,191g,2019年
34641453792,,,麒麟980,,,2个,4200mAh,,Type-C,5700+,,Mate 20 Pro,10月,5099.00,后置三摄,,596120,OLED,6.39 英寸,约189克（含电池）,2018年
33277169975,,,骁龙660（AIE）,,,2个,3350（typ）/ 3250 ( min ),,Type-C,5800+,,小米8青春版,9月,1288.00,后置双摄,,683880,其他,6.26英寸,169,2018年
44942466864,,,其他,6GB,64GB,2个,3400mAh（典型值）,华为（HUAWEI）,Micro USB,3300+,,荣耀20i,4月,1299.00,,,754689,TFT LCD（IPS）,6.21英寸,约164g,2019年
47088979741,八核,其他,麒麟980,,,2个,3750mAh（典型值）,华为（HUAWEI）,Type-C,2800+,3200万像素,荣耀20,5月,2699.80,,无,2340×1080,TFT LCD（IPS）,6.26英寸,约174克（含电池）,2019年
43616090722,,,骁龙632,,,2个,3900-4000以官网信息为准,小米（MI）,Micro USB,4100+,,红米7,3月,878.00,后置双摄,,699383,其他,6.26英寸,180 以官网信息为准,2019年
100002997682,八核,"2.2GHz,1.7GHz",其他,6GB,128GB,2个,3400mAh（典型值）,三星（SAMSUNG）,Type-C,2.4万+,2400万像素,SM-G8870,1月,2099.00,3个,2400万像素,2340*1080,TFT,6.4英寸,173,2019年
